title,primary_field,publisher,2000,2005,2010,2015,2020
The utilization of antidepressants--a key issue in the prevention of suicide: an analysis of 5281 suicides in Sweden during the period 1992-1994,Psychiatry,Blackwell Publishing Ltd,,,-1.0751399324829674,-1.0751399324829674,-1.0751399324829674
The utilization of visual feedback information during rapid pointing movements,Psychology,Taylor & Francis Group,,-1.897119984885881,,,
"The utopia of human relations: The conflict‐free family in American social thought, 1930–1960",Social science,"Wiley Subscription Services, Inc., A Wiley Company",,,-1.897119984885881,,
The vBow: development of a virtual violin bow haptic human-computer interface,Simulation,National University of Singapore,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
The validity and reliability of the Diabetes Health Profile (DHP) in NIDDM patients referred for insulin therapy,Three-dimensional space,Qual Life Res,,,,,-1.897119984885881
The validity of a depth-integrated model for suspended sediment transport,Hydrology,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
The value of Doppler ultrasound in the diagnosis of deep vein thrombosis,Lower limbs venous ultrasonography,Ir J Med Sci,-1.897119984885881,,,,
The value of Magnetic Resonance Imaging (MRI) in the follow-up management of spinal injury,Neuroscience,Nature Publishing Group,,,,-1.897119984885881,
The value of cytochemical peroxidase reactions at the ultrastructural level in haematology,Biology,Histochem J,-1.897119984885881,,,,
The value of sleep recording in evaluating somnambulism in young adults,Psychology,Electroencephalogr Clin Neurophysiol,,,,-1.897119984885881,
The value of the intravenous pyelogram and micturating cystourethrogram in the newborn.,Medicine,Blackwell Publishing Ltd,-1.897119984885881,,,,
The value of tourism degrees: a Luton‐based case study,Engineering Management,Emerald Group Publishing Limited,,,,-1.2819343457956478,-1.2819343457956478
The values of counseling: Three domains.,Psychology,Blackwell Publishing Ltd,,,-1.897119984885881,,
The vasculature of experimental brain tumours ☆: Part 2. A quantitative assessment of morphological abnormalities,Biology,J Neurol Sci,-1.897119984885881,-1.897119984885881,,,
The venous graft as an effector of early angiogenesis in a fibrin matrix.,Tissue engineering,Microvasc Res,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
The venous leg ulcer quality of life (VLU-QoL) questionnaire : development and psychometric validation,Quality of life,Blackwell Publishing Inc,,,,-1.2819343457956478,-1.1394342831883646
The verification technique of real-time systems using probabilities,Model checking,IEEE,,,,,-1.897119984885881
The versatility of a multiformulational approach in the solution of electromagnetic field problems,Transmission-line matrix method,IEEE,,,-1.897119984885881,,
The virtual showcase as a new platform for augmented reality digital storytelling,Computer-mediated reality,ACM,,,,-1.2819343457956478,-1.2819343457956478
The visual function of professional baseball players.,Exploration,Elsevier,,,,-1.647659125254298,-1.647659125254298
The vitamin D receptor gene variant and physical activity predicts fasting glucose levels in healthy young men.,Endocrinology,Blackwell Science Ltd,,,,-1.2819343457956478,-1.2819343457956478
The wax and wane of marriage: Prospects for marriage in the 21st century,Psychology,Blackwell Publishing Ltd/Inc.,,,,,-0.9522417961598136
The wechsler memory scale and closed head injury,Psychology,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,,,,
The well-posedness of the integral equations for thin wire antennas with distributional incidental fields,Mathematical analysis,Oxford University Press,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"The white house conference on families: Process, policies, and politics",Development economics,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
The whitehouse effect—Shortwave radiative forcing of climate by anthropogenic aerosols: an overview,Meteorology,Elsevier,,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978,-0.6667487067054143
The wildland-urban interface fire problem - current approaches and research needs,Climate,CSIRO PUBLISHING,,,,,-1.5429481711652673
The wisdom hierarchy: representations of the DIKW hierarchy,Social science,SAGE Publications,,,,-1.2819343457956478,-0.9038682118755978
The world hunger problem: Do we really understand it?,Simulation,"John Wiley & Sons, Ltd.",,-1.897119984885881,-1.897119984885881,,
The yrast energy spectra in heavy nuclei without the assumption of an inert core,Atomic physics,IOP Publishing,-1.897119984885881,-1.897119984885881,,,
The β subunit polypeptide of Vibrio harveyi luciferase determines light emission at 42° C,Biology,Mol Gen Genet,,,,-1.897119984885881,
The πK Scattering and Related Processes,S-matrix,WILEY‐VCH Verlag,-1.897119984885881,,,,
"The ‘New Class’: Analysis of the Concept, the Hypothesis and the Idea as a Research Tool",Social science,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
The ‘New Federalism’ and Horizontal Equalization*,Industrial organization,The Economic Society of Australia,-1.897119984885881,-1.897119984885881,,,
"The ‘Pulicat Enterprise’: Luso‐Dutch conflict in south‐eastern India, 1610–1640",Environmental resource management,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
The “magic” paradigm revisited ☆,Social psychology,Academic Press,-1.897119984885881,,,,
Themes in the Economy of the Bedouin of South Sinai in the Nineteenth and Twentieth Centuries,Classics,Cambridge University Press,-1.2819343457956478,-1.2819343457956478,,,
Theoretical Analysis on Water Surface of the Dispersed Flow from High Pressure Gate,Hydrology,Japan Society of Civil Engineers,-1.897119984885881,-1.897119984885881,,,
"Theoretical Investigations of the Optical Model for Nucleons at Negative, Low and Intermediate Energies",Atomic physics,Springer US,-1.897119984885881,,,,
Theoretical and Methodological Perspectives on Consumer Response to Electricity information,Economics,Blackwell Publishing Ltd,,-1.897119984885881,,,
Theoretical and Numerical Investigation of the Finite Cell Method,Adaptive quadrature,Springer US,,,,,-1.5429481711652673
Theoretical and experimental studies of Schottky diodes that use aligned arrays of single-walled carbon nanotubes,Materials Science,Tsinghua Press,,,,-1.2819343457956478,-1.2819343457956478
Theoretical and experimental study of the operation of ovonic switches in the relaxation oscillation mode. II. The discharging characteristics and the equivalent circuits,Thin film,American Institute of Physics,,-1.897119984885881,,,
"Theoretical and experimental study on small molecular ions. I. Ab Initio calculations on CSe, CSe+, and HCSe+ species",Atomic physics,"John Wiley & Sons, Inc.",,,,-1.897119984885881,
Theoretical and practical aspects of antigenized antibodies,Biology,Blackwell Publishing Ltd,,,,-1.897119984885881,
Theoretical clustering and a scheme of its implementation,Constrained clustering,ACM,,,-1.897119984885881,,
Theoretical design parameters for a quasi-zero stiffness magnetic spring for vibration isolation,Structural engineering,Academic Press,,,,-1.2819343457956478,-1.2819343457956478
Theoretical investigation of phantom controlled crystal growth: Models with surface tension,Crystallography,WILEY‐VCH Verlag,,,-1.897119984885881,,
Theoretical models for diffusion in glassy polymers. II,Statistical physics,"John Wiley & Sons, Inc.",,-1.897119984885881,,,
Theoretical prediction of vibrational spectra: The out-of-plane force field and vibrational spectra of pyridine,Systematic error,Academic Press Inc.,,-1.897119984885881,,,
Theoretical resolution-threshold curve for the MUSIC algorithm,Estimation of covariance matrices,IEEE,,,,-1.897119984885881,
Theoretical studies of mercury intrusion in some networks: testing the applicability of mercury intrusion in the size characterisation of the lacunar pore space of soil samples,Porosimetry,Springer,,,-1.897119984885881,,
"Theoretical studies on peptidoglycans. I. Effect of L-alanyl, D-butyl, or D-valyl residuces at the positions 4 or 5 of the pentapeptide moiety of peptidoglycan on the cross-linking reaction†",Biochemistry,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,,,,
Theoretical study of detection of a dipole emitter through an objective with high numerical aperture,Fluorescence cross-correlation spectroscopy,Optical Society of America,,,,-1.5429481711652673,-1.5429481711652673
Theoretical study of optical behavior of glass waveguides with grating,Materials Science,International Society for Optics and Photonics,,,-1.897119984885881,,
Theoretical study of the relative stabilities of H+(X)2 and H+(X)3 conformers and their clustering energies: X CO and N2,Atomic physics,"John Wiley & Sons, Inc.",,-1.897119984885881,,,
Theoretical study on the fine structure of PbFe0.5Nb0.5O3,Classical mechanics,North-Holland,,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978,-0.9038682118755978
Theoretical surface science and catalysis—calculations and concepts,Community,Academic Press,,,,-1.2819343457956478,-1.2819343457956478
Theories and error analysis of pencil tracing,Ray tracing,"Wiley Subscription Services, Inc., A Wiley Company",,,,-1.897119984885881,
Theories of Contemporary Corporatism: Static or Dynamic?,Social science,SAGE Publications,-1.897119984885881,,,,
Theories of Visual Cortex Organization in Primates,Visual system,Springer US,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Theorising nature and society in sociology: The invisibility of animals,Social inequality,Blackwell Publishing Ltd,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Theory And Experiment On Optical Phase Modulator For Serrodyne Modulation,Electro-optic modulator,International Society for Optics and Photonics,,,-1.897119984885881,,
Theory of Nonlinear Optical Activity in Isotropic Media and Liquid Crystals,Circular dichroism,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Theory of Reasoned Action Predicts Milk Consumption in Women,Sensory analysis,Elsevier,,,,-1.2819343457956478,-1.1035620183940233
Theory of Spread-Spectrum Communications--A Tutorial,Electronic engineering,IEEE,-1.897119984885881,-1.5429481711652673,-1.5170952367795862,-1.161049421518415,-1.161049421518415
Theory of linear and integer programming,Project management,Wiley,0.10097591734000218,0.48010865110393014,0.6925219851660268,0.016588453189519056,0.08349865085806152
Theory of optimal orthonormal subband coders,Mathematical optimization,IEEE,,-0.7576857016975165,-0.7576857016975165,-0.7576857016975165,-0.7576857016975165
Theory of protein secondary structure and algorithm of its prediction,Crystallography,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,-1.897119984885881,,,
Theory of the time evolution of exciton coherence in weakly disordered crystals,Biexciton,American Institute of PhysicsAIP,-1.897119984885881,,,,
Theory of transient grating experiments in disordered systems: anomalous percolation behaviour,Percolation critical exponents,IOP Publishing,,-1.897119984885881,,,
"Theory, developments and applications of optical coherence tomography",Medical imaging,IOP Publishing,,,,-1.2819343457956478,-1.2819343457956478
Therapeutic Climate of Sexual Offender Treatment Programs,Psychology,SAGE Publications,,,,-1.2819343457956478,-1.2819343457956478
Therapeutic Drug Use in Women With Crohn's Disease and Birth Outcomes: A Danish Nationwide Cohort Study,Endocrinology,Nature Publishing Group,,,,-0.9038682118755978,-0.9038682118755978
Therapeutic Targeting of the JAK/STAT Pathway,Pharmacology,Basic Clin Pharmacol Toxicol,,,,,-1.2819343457956478
Therapeutic effect of prolonged hyperbaric oxygen in adjuvant arthritis of the rat,Biology,"John Wiley & Sons, Inc.",-1.897119984885881,,,,
Therapeutic potential of Toll-like receptor 9 activation,Pharmacology,Nature Publishing Group,,,,-1.0751399324829674,-1.0751399324829674
Therapeutic success of epidermal grafting in generalized vitiligo is limited by the Koebner phenomenon.,Dermatology,Elsevier,,,-1.897119984885881,,
Therapy of a fatal murine cytomegalovirus infection with thymic humoral factor (THF-γ2) treated immune spleen cells,Adoptive cell transfer,Blackwell Publishing Ltd,,,-1.897119984885881,,
Therapy of peri-implant diseases. Where is the evidence?,Medicine,Elsevier,,,,,-1.2819343457956478
There is less thalamic degeneration in neonatal-lesioned than in adult-lesioned cats after cerebral hemispherectomy.,Psychology,Brain Res,,-1.897119984885881,-1.897119984885881,,
Thermal Analysis of a SiO2─Al2O3─CaO─CaF2 Glass,Materials Science,Blackwell Publishing Ltd,,,,-1.2819343457956478,
Thermal Behavior of Two Polar A-Smectics,Crystallography,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Thermal Conductivity of Copper-Nickel and Silver-Palladium Alloy Systems,Thermal contact conductance,Springer US,-1.897119984885881,,,,
Thermal Conductivity of White Bread During Convective Heat Processing,Chemistry,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Thermal Considerations in Continuous Flow Electrophoresis,Aspect ratio,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Thermal Diffusivity of Glass-ionomer Cements,Glass ionomer cement,SAGE Publications,,,-1.897119984885881,,
Thermal Expansion of Nickel‐Zirconia Anodes in Solid Oxide Fuel Cells during Fabrication and Operation,Thermal expansion,The Electrochemical Society,,,,-0.9038682118755978,-0.9038682118755978
Thermal acceptability assessment in buildings located in hot and humid regions in Brazil,Meteorology,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Thermal and mechanical properties of cationic guar gum/poly(acrylic acid) hydrogel membranes,Thermal stability,Elsevier,,,,,-1.2819343457956478
Thermal barrier coatings design with increased reflectivity and lower thermal conductivity for high-temperature turbine applications,Thermal barrier coating,Blackwell Publishing Inc,,,,-1.2819343457956478,-1.2819343457956478
"Thermal behaviour of amorphous alloys of Ni with Zr, Hf and Pr near 40 at% Ni",Crystallography,IOP Publishing,-1.897119984885881,-1.897119984885881,,,
Thermal behaviour of transition metal complexes of dithiocarbazic esters. II,Materials Science,"Akadémiai Kiadó, co-published with Springer Science+Business Media B.V., Formerly Kluwer Academic Publishers B.V.",,,-1.897119984885881,,
Thermal characteristics of synthetic sodium zeolites prepared with silica from rice-husk ash,Materials Science,"Akadémiai Kiadó, co-published with Springer Science+Business Media B.V., Formerly Kluwer Academic Publishers B.V.",,-1.897119984885881,-1.897119984885881,,
Thermal decomposition of natural and synthetic plumbojarosites: Importance in 'archeochemistry',Thermogravimetry,Elsevier,,,,-1.2819343457956478,-1.2819343457956478
Thermal degradation behavior of low‐halogen flame retardant PC/PPFBS/PDMS,Materials Science,"Wiley Subscription Services, Inc., A Wiley Company",,,,-1.2819343457956478,-1.2819343457956478
Thermal depth profile reconstruction by neural network recognition of the photothermal frequency spectrum,Gaussian noise,American Institute of Physics,,,,,-1.897119984885881
Thermal desorption study of deuterium on Si(100) surface,Atomic physics,IOP Publishing,,-1.897119984885881,,,
Thermal diffusivity measurement of thin films by means of an ac calorimetric method,Thin film,American Institute of PhysicsAIP,,-1.897119984885881,,,
Thermal effects on the Brillouin frequency shift in jacketed optical silica fibers,Brillouin scattering,Optical Society of America,,,-1.897119984885881,,
Thermal expansion and Debye temperatures of KCl-KBr mixed crystals by an x-ray method,Thermal expansion,Springer,,-1.897119984885881,-1.897119984885881,,
Thermal microfracturing of marble,Mining engineering,A.A. Balkema,,,-1.897119984885881,,
Thermal properties and heat flow in the laser addressed liquid‐crystal display,Thermal resistance,American Institute of Physics,-1.897119984885881,-1.897119984885881,,,
Thermal properties of narrow-band-gap semiconducting mixed crystals Ge x Sn 1 − x Te,Band gap,American Physical Society,-1.897119984885881,-1.897119984885881,,,
Thermal stability and thermodynamic analysis of native and methoxypolyethylene glycol modified trypsin,Chromatography,Chapman and Hall,,,,,-1.2819343457956478
Thermal stability of Pb‐alloy Josephson junction electrode materials. III. Correlation of microstructure and strain in Pb‐In‐Au base electrodes,Crystallography,American Institute of Physics,-1.897119984885881,-1.897119984885881,,,
Thermal stability of nanoscale silver metallization in Ag/W/Co/Si(1 0 0) multilayer,Crystallography,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-0.9522417961598136
Thermal stability of polyaniline/ethylene propylene diene rubber blends prepared by solvent casting,Thermal stability,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thermal stress intensity factor for functionally gradient half space with an edge crack under thermal load,Fourier transform,Springer,,,,,-1.897119984885881
Thermal stress management of a solid oxide fuel cell using neural network predictive control,Control engineering,Elsevier,,,,,-1.2819343457956478
Thermal studies of some divalent metal chelates of 8-mercaptoquinoline,Thermal stability,"Akadémiai Kiadó, co-published with Springer Science+Business Media B.V., Formerly Kluwer Academic Publishers B.V.",-1.897119984885881,,,,
"Thermal, Magnetic, Electronic, and Superconducting Properties of Rare-Earth Metal Pentagermanides REGe5 (RE= La, Nd, Sm, Gd) and Synthesis of TbGe5",Chemistry,WILEY‐VCH Verlag,,,,-0.9038682118755978,-0.9038682118755978
"Thermal, mechanical and self-destruction properties of aluminum reinforced carbon foam",Materials Science,Springer US,,,,,-1.2819343457956478
Thermal-blooming compensation using the CLASP system.,Single-mode optical fiber,Optical Society of America,-1.897119984885881,,,,
Thermalization of a driven bi-stable FPU chain,Statistical physics,Springer-Verlag,,,,-1.2819343457956478,-1.2819343457956478
"Thermalization of the system ""3He-aerogel"" at 1.5 K",Relaxation,SP MAIK Nauka/Interperiodica,,,,-1.2819343457956478,-1.2819343457956478
Thermiodynamic and Mesomorphic Properties of Some Phenylthiolbenzoate Derivatives,Differential scanning calorimetry,Taylor & Francis Group,-1.897119984885881,,,,
Thermo-viscoplastic modeling incorporating dynamic strain aging effect on the uniaxial behavior of Z2CND18.12N stainless steel,Materials Science,Pergamon,,,,-1.5429481711652673,-1.5429481711652673
Thermochemical Investigations of Preferential Solvation in Nonelectrolyte Solutions. Estimation of Preferential Solvation from Measured Solute Solubilities in Binary Solvent Mixtures,Chromatography,Taylor & Francis Group,,,-1.897119984885881,,
Thermochromic Transducer Optical Fiber Temperature Sensor,Materials Science,International Society for Optics and Photonics,,-1.897119984885881,,,
Thermodynamic Activities in the Cubic Phase Ti‐O‐N by High‐Temperature Mass Spectrometry,Chemistry,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Thermodynamic Limitations of Direct Solar Energy Conversion,Solar cell efficiency,Springer Netherlands,-1.897119984885881,-1.897119984885881,,,
Thermodynamic Study on Compound‐Forming Molten Alloys: The Tin‐Tellurium System,Chemistry,"Wiley‐VCH Verlag GmbH & Co. KGaA, Weinheim",-1.897119984885881,,,,
Thermodynamic analyses on oxygen and carbon potentials of impure Helium.,Chromium,Atomic Energy Society of Japan,-1.897119984885881,-1.897119984885881,,,
Thermodynamic excluded volume effect on gelation in free-radical crosslinking copolymerization of allyl benzoate with diallyl terephthalate,Polymer science,Elsevier,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"Thermodynamic group contributions for hydroxyl, amino, and methylene groups.",Chemistry,Elsevier,-1.897119984885881,,,,
Thermodynamic optimization of a Stirling engine,Engineering,Elsevier,,,,,-1.2819343457956478
Thermodynamic properties of Fermi systems with flat single-particle spectra,Phase transition,IOP Publishing,,,-1.2819343457956478,-1.2819343457956478,-0.9522417961598136
Thermodynamic properties of peptide solutions: 7. Partial molar isentropic pressure coefficients of some dipeptides in aqueous solution,Aqueous solution,Springer,,,-1.2819343457956478,-1.2819343457956478,
Thermodynamic stability of the γ-Co1−xSe phase by CaF2 electrolyte galvanic cell method,Chemistry,Springer Vienna,-1.897119984885881,,,,
Thermodynamic theories of phase transitions in betaine compounds,Phase transition,Taylor & Francis Group,,,-1.897119984885881,,
"Thermodynamic, structural and morphological studies on liquid-crystalline blue phases",Polymorphism,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
Thermodynamical description of the interaction between holographic dark energy and dark matter,Dark energy,North-Holland,,,-1.0751399324829674,-1.0751399324829674,-1.0751399324829674
Thermodynamics and kinetics of t-butylbicyclophosphorothionate binding differentiate convulsant and depressant barbiturate stereoisomers acting via GABAA ionophores,Biochemistry,Naunyn Schmiedebergs Arch Pharmacol,,,,,-1.897119984885881
Thermodynamics of Pb2+ and Ni2+ adsorption onto natural bentonite from aqueous solutions.,Chromatography,J Colloid Interface Sci,,,,-1.2819343457956478,-1.2819343457956478
Thermodynamics of host-guest interactions : solubility enhancements,Stereochemistry,International Union of Pure and Applied Chemistry,,,-1.897119984885881,,
Thermoelastic Instabilities in Metals,Classical mechanics,IOP Publishing,-1.897119984885881,-1.897119984885881,,,
Thermoelastic Problems for Electronic Packaging,Classical mechanics,MCB UP Ltd,,,,-1.897119984885881,
Thermoelasticity of networks in swelling equilibrium with mixed diluents: Specific polymer‐diluent interactions,Forensic engineering,"John Wiley & Sons, Inc.",-1.897119984885881,,,,
Thermoelectric characterization of sputter-deposited Bi∕Te bilayer thin films,Annealing,American Vacuum Society,,,,-1.2819343457956478,-1.2819343457956478
Thermoelectric power of isolated narrow bands in the presence of correlation effects,Three-dimensional space,American Physical Society,-1.897119984885881,,,,
Thermographic Inspection Of Mechanical Systems,Electronic engineering,International Society for Optics and Photonics,-1.897119984885881,-1.897119984885881,,,
"Thermoleophilum album gen. nov. and sp. nov., a bacterium obligate for thermophily and n-alkane substrates",Biology,Springer,-1.897119984885881,-1.897119984885881,,,
Thermoluminescence and storage stability of TLD-100 dosimeter irradiated with 60Co-gamma rays,Gamma ray,Springer,,,,-1.897119984885881,
Thermolysis of octa (hydridodimethylsiloxyl) octasilsesquioxane in pyridine media and subsequent toluidine blue O adsorption,Chemistry,Elsevier B.V.,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thermomechanical Treatment of 2124 PM Aluminum Alloys with Low and High Dispersoid Levels,Materials Science,ASTM International,,-1.897119984885881,-1.897119984885881,,
Thermophysical analysis of thermal polymerization of silica-organic cladding for silica fibers,Materials Science,"Wiley Subscription Services, Inc., A Wiley Company",,,-1.897119984885881,,
Thermophysical properties of asbestos-reinforced rubbers,Materials Science,Springer,,-1.897119984885881,,,
"Thermoplastic polymer additives—theory and practice, John T. Lutz, Jr., Ed. Marcel Dekker, New York, 1989, 544 pp. Price: $149.75",Polymer science,"Wiley Subscription Services, Inc., A Wiley Company",,,-1.897119984885881,,
Thermosolutal convection heat and mass transfer in a vertical annular enclosure,Meteorology,Taylor & Francis Group,,,,-1.897119984885881,
Thermosonic Gold Wire Bonding to Copper Conductors,Temperature cycling,IEEE,-1.897119984885881,-1.897119984885881,,,
Thesis: clustering and instance based learning in first order logic,Semi-supervised learning,IOS Press,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thiamine triphosphate metabolism and its turnover in the rat liver,Biology,Experientia,-1.897119984885881,-1.897119984885881,,,
Thimerosal Analysis in Ketorolac Tromethamine Ophthalmic Solution. Comparing Hplc and Colorimetric Techniques,Chromatography,Taylor & Francis,,,,-1.897119984885881,
Thin Film Parylene Coating of Three-Phase Syntactic Foams,Materials Science,"Sage PublicationsSage CA: Thousand Oaks, CA",,,-1.897119984885881,,
Thin Nerve Fibers in the Organ of Corti of Two Human Foetuses,Anatomy,THE JAPAN OTOLOGICAL SOCIETY,-1.897119984885881,-1.897119984885881,,,
Thin glass based packaging technologies for optoelectronic modules,Materials Science,IEEE,,,,-1.2819343457956478,-0.7381665132591454
Thin‐film CdS/Cu2S heterojunctions: Dark I‐V characteristcs and heat treatment,Grain boundary,American Institute of Physics,-1.897119984885881,,,,
Thin‐layer fracture density,Geology,Society of Exploration Geophysicists,,,,-1.897119984885881,
"Thio-, Seleno-, and Telluroketenes",Stereochemistry,Taylor & Francis Group,,-1.5429481711652673,-1.5429481711652673,-1.5429481711652673,
"Thiocyanate-selective PVC membrane electrodes based on Mn(II) complex of N, N'-bis-(4-phenylazosalicylidene) o-phenylene diamine as a neutral carrier",Electroanalytical method,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thiol-modified gold nanoparticles for the inhibition of Mycobacterium smegmatis,Gold,NIH Public Access,,,,,-1.2819343457956478
Thiophene-degrading Escherichia coli mutants possess sulfone oxidase activity and show altered resistance to sulfur-containing antibiotics.,Biology,American Society for Microbiology,,,-1.897119984885881,,
"Thiopurines in inflammatory bowel disease: pharmacogenetics, therapeutic drug monitoring and clinical recommendations",Biology,Elsevier,,,-0.9277625320750339,-0.9277625320750339,-0.9277625320750339
Thiopyrazolone derivatives as analytical reagents. XV. Spectrophotometric determination of osmium with thiopyrine.,Photochemistry,The Pharmaceutical Society of Japan,-1.897119984885881,,,,
Third Generation Cephalosporins: Possible Impact Upon Pharmacy Practice,Pharmacology,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Third International Conference on Injury Prevention and Control,Text mining,BMJ Group,,,,,-1.897119984885881
Third form of the precursor to the major merozoite surface antigens of Plasmodium falciparum.,Biology,American Society for Microbiology,,,-1.897119984885881,,
Third generation development of an 11-watt Stirling converter,Electronic engineering,IEEE,,,,,-1.897119984885881
Third-Person Effects of News Coverage: Orientations Toward Media,Media relations,SAGE Publications,,,,,-1.2819343457956478
"Third‐order elastic constants, thermal expansion, and bulk modulus of holmium",Bulk modulus,WILEY‐VCH Verlag,-1.897119984885881,,,,
"This and THAP –- constraints on the pronunciation of new, written words",Linguistics,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Thomas Reid's Inquiry: The Geometry of Visibles and the Case for Realism,Philosophy,Blackwell Publishing Ltd,,,-1.897119984885881,,
"Thomas de Chobham, Summa de arte praedicandi , ed. Franco Morenzoni. (Corpus Christianorum, Continuatio Mediaevalis, 82.) Turnhout: Brepols, 1988. Paper. Pp. lxxxiii, 380.",Art history,Cambridge University Press,,,,-1.897119984885881,
"Thomas de Chobham. Summa de arte praedicandi . Edited by Franco Morenzoni. (Corpus Christianorum, Continuatio Mediaevalis, LXXXII). Pp. lxxxiii + 380.Turnhout: Brepols, 1988. B.Fr. 5,150. 2 503 03822 o; 2 503 03821 2",Art history,Cambridge University Press,,,,-1.897119984885881,
Thoracic injury requiring surgery,Intensive Care Medicine,World J Surg,-1.897119984885881,-1.897119984885881,,,
Thorakolumbale Wirbelfrakturen nach konservativer und operativer Behandlung,Fixation,Unfallchirurg,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Thorstein Veblen and Piero Sraffa: A New Level of Economic Theory,Development economics,MCB UP Ltd,,-1.897119984885881,-1.897119984885881,,
Thought disorder and schizophrenia: Isolating and timing a mental event,Psychology,"Wiley Subscription Services, Inc., A Wiley Company",,-1.897119984885881,-1.897119984885881,,
"Thread criticality predictors for dynamic performance, power, and resource management in chip multiprocessors",Chip,ACM,,,,-1.2819343457956478,-0.9038682118755978
"Threats, Weapons, and Foreign Policy . Edited by McGowan Pat and Kegley Charles W. Jr., (Beverly Hills, Calif.: Sage Publications, 1980. Pp. 324. $20.00, cloth; $9.95, paper.)",Political Economy,Cambridge University Press,,-1.897119984885881,,,
"Three (nearly) complete inventories of landslides triggered by the May 12, 2008 Wenchuan Mw 7.9 earthquake of China and their spatial distribution statistical analysis",Seismology,Springer Berlin Heidelberg,,,,,-1.5429481711652673
Three Approaches to Research Training in Counseling,Psychology,Blackwell Publishing Ltd,,-1.897119984885881,,,
Three Different Manifestations of Congenital Muscular Aplasia in a Family,Endocrinology,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
Three Dimensional Curvilinear Structure Detection Using Optimally Oriented Flux,Three-dimensional space,"Springer, Berlin, Heidelberg",,,,,-1.2819343457956478
Three Likelihood‐Based Methods For Mean and Covariance Structure Analysis With Nonnormal Missing Data,Econometrics,"Blackwell Publishers, Inc.",,,,-1.2819343457956478,-0.9038682118755978
Three Times Daily Milking of Cows in California Dairy Herds,Animal science,Elsevier,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,,
Three chinese hamster stocks homozygous for the X-ray-induced reciprocal translocation.,Biology,The Genetics Society of Japan,-1.897119984885881,-1.897119984885881,,,
Three column intermittent simulated moving bed chromatography: 3. Cascade operation for center-cut separations.,Chromatography,J Chromatogr A,,,,,-1.2819343457956478
Three dimensional analysis of dynamic ductile crack growth in a thin plate,Materials Science,Elsevier,,,,-1.5429481711652673,-1.5429481711652673
Three learning phases for radial-basis-function networks,Semi-supervised learning,Elsevier Science Ltd.,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Three regimes of mantle convection with non‐Newtonian viscosity and stagnant lid convection on the terrestrial planets,Computer simulation,American Geophysical Union,,,,,-1.2819343457956478
"Three solutions for a robot arm controller using Pascal-Plus, occam and edison",Simulation,"John Wiley & Sons, Ltd.",-1.897119984885881,-1.897119984885881,,,
Three tetranortriterpenoids from fruits of Soymida febrifuga,Stereochemistry,Elsevier,,-1.897119984885881,,,
Three-Dimensional Micro- and Nano-Structuring of Materials by Tightly Focused Laser Radiation,Three-dimensional space,Chemical Society of Japan,,,-1.647659125254298,-1.647659125254298,-1.647659125254298
Three-Dimensional Solid-State NMR Study of a Seven-Helical Integral Membrane Proton Pump—Structural Insights,Solid-state nuclear magnetic resonance,J Mol Biol,,,,-1.2819343457956478,-1.2819343457956478
Three-Stage Rearrangeable Connecting Networks in the Thermodynamic Limit: Number of Needed Reswitchings,Computer simulation,IEEE,-1.897119984885881,-1.897119984885881,,,
